zone,promoter,total_m2,n_rooms,n_bathrooms,n_toilets,avg_area_per_room,avg_perimeter_per_room,avg_area_per_bedroom,avg_perimeter_per_bedroom,avg_area_per_bathroom,avg_perimeter_per_bathroom,avg_area_per_toilet,avg_perimeter_per_toilet,area_to_perimeter_ratio,bathroom_area_to_total_area_ratio,bedroom_area_to_total_area_ratio,toilet_area_to_total_area_ratio,kitchen_area_to_total_area_ratio,livingroom_area_to_total_area_ratio,corridor_area_to_total_area_ratio,bathrooms_to_rooms_ratio,toilets_to_rooms_ratio,bedrooms_to_rooms_ratio,livingroom_perimeter_to_total_perimeter_ratio,kitchen_perimeter_to_total_perimeter_ratio,bedroom_perimeter_to_total_perimeter_ratio,bathroom_perimeter_to_total_perimeter_ratio,livingroom_m2,livingroom_p,kitchen_m2,kitchen_p,bathroom1_m2,bathroom1_p,bathroom2_m2,bathroom2_p,bathroom3_m2,bathroom3_p,toilet_m2,toilet_p,bdroom1_m2,bdroom1_p,bdroom2_m2,bdroom2_p,bdroom3_m2,bdroom3_p,bdroom4_m2,bdroom4_p,entrance_m2,entrance_p,corridor_m2,corridor_p,laundry_m2,laundry_p
Sevilla,Pol. Aerpuerto,66.76,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.42,24.68,7.42,9.94,3.52,8.31,2.65,6.25,0,0,0,0,10.41,13.95,9.86,13.21,8.9,11.93,0,0,2.26,6.22,3.32,9.13,0,0
Sevilla,Cisneo Alto,74.44,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.88,25.3,8.03,10.76,3.75,8.85,0,0,0,0,0,0,12.34,16.54,12.08,16.19,10.13,13.57,0,0,4.04,11.11,2.54,6.99,2.65,6.25
Sevilla,Pol. Aerpuerto,66.63,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.6,24.92,7.42,9.94,3.58,8.45,2.45,5.78,0,0,0,0,11.61,15.56,8.9,11.93,8.34,11.18,0,0,2.26,6.22,3.47,9.54,0,0
Sevilla,Macarena 40 / Aniceto,70.9,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.48,24.76,10.02,13.43,4.42,10.43,0,0,0,0,0,0,13.97,18.72,8.46,11.34,8,10.72,0,0,3.61,9.93,3.94,10.84,0,0
Sevilla,Pol. Aerpuerto,68.32,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.36,25.94,7.49,10.04,3.6,8.5,2.65,6.25,0,0,0,0,11.54,15.46,9.29,12.45,8.53,11.43,0,0,2.42,6.66,3.44,9.46,0,0
Sevilla,Pol. Aerpuerto,66.62,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.38,24.63,7.42,9.94,3.52,8.31,2.65,6.25,0,0,0,0,11.59,15.53,9.1,12.19,8.04,10.77,0,0,2.26,6.22,3.66,10.07,0,0
Sevilla,Pino Montano Emvisesa,68.2,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18,24.12,7.15,9.58,3.5,8.26,3.15,7.43,0,0,0,0,12.05,16.15,11.3,15.14,7.2,9.65,0,0,2.2,6.05,3.65,10.04,0,0
Sevilla,Pol. Aerpuerto,67.62,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.48,24.76,7.49,10.04,4.01,9.46,2.87,6.77,0,0,0,0,13.1,17.55,8.07,10.81,8,10.72,0,0,2.41,6.63,3.19,8.77,0,0
Sevilla,M10 Bermejales,67.95,3,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.75,26.47,10,13.4,3.82,9.02,0,0,0,0,2.24,5.29,10.37,13.9,7.72,10.34,7.69,10.3,0,0,2.56,7.04,3.8,10.45,0,0
Sevilla,San Jeronimo,68.84,3,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.47,26.09,9.84,13.19,3.2,7.55,0,0,0,0,2.86,6.75,11.62,15.57,7.99,10.71,7.3,9.78,0,0,2.58,7.1,3.98,10.95,0,0
Sevilla,Pino Montano Emvisesa,68.95,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18,24.12,7,9.38,3.45,8.14,2.4,5.66,0,0,0,0,13.15,17.62,9.6,12.86,8.55,11.46,0,0,2.5,6.88,4.3,11.83,0,0
Sevilla,Pino Montano ,70,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.2,24.39,7,9.38,3.4,8.02,2,4.72,0,0,0,0,11.9,15.95,11.5,15.41,8.65,11.59,0,0,7.35,20.21,0,0,0,0
Sevilla,Aniceto Saez,66.78,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.02,24.15,7.02,9.41,2.86,6.75,2.85,6.73,0,0,0,0,12.31,16.5,8.82,11.82,8.2,10.99,0,0,3.22,8.86,3.48,9.57,0,0
Sevilla,Cisneo Alto,75.3,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.04,25.51,8.05,10.79,4.49,10.6,0,0,0,0,0,0,14.24,19.08,9.97,13.36,9.78,13.11,0,0,3.95,10.86,3.16,8.69,2.62,6.18
Sevilla,Pino Montano ,69.2,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.1,25.59,7,9.38,3.25,7.67,3.15,7.43,0,0,0,0,11.8,15.81,10.1,13.53,8.15,10.92,0,0,6.65,18.29,0,0,0,0
Sevilla,Macarena 40 / Aniceto,67.91,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.23,24.43,7.03,9.42,4.58,10.81,3.21,7.58,0,0,0,0,12.01,16.09,8.87,11.89,8.54,11.44,0,0,2.25,6.19,3.19,8.77,0,0
Sevilla,M10 Bermejales,69.8,3,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.93,25.37,10,13.4,4.41,10.41,0,0,0,0,2.4,5.66,10.91,14.62,8.5,11.39,8.15,10.92,0,0,2.54,6.99,3.96,10.89,0,0
Sevilla,Macarena 40 / Aniceto,69.94,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.08,24.23,7.02,9.41,3.76,8.87,2.8,6.61,0,0,0,0,13.76,18.44,9.59,12.85,8.22,11.01,0,0,3.22,8.86,3.49,9.6,0,0
Sevilla,M10 Bermejales,63.38,3,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.62,24.95,7.88,10.56,3.6,8.5,0,0,0,0,2.18,5.14,10.11,13.55,7.38,9.89,7.36,9.86,0,0,2.56,7.04,3.69,10.15,0,0
Sevilla,Cisneo Alto,80.11,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.9,30.69,10.27,13.76,7.27,17.16,0,0,0,0,0,0,14.59,19.55,8.71,11.67,8.3,11.12,0,0,4.21,11.58,3.86,10.62,0,0
Sevilla,M10 Bermejales,64.19,3,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.62,24.95,8.23,11.03,3.75,8.85,0,0,0,0,2.4,5.66,10.2,13.67,7.38,9.89,7.36,9.86,0,0,2.56,7.04,3.69,10.15,0,0
Sevilla,M10 Bermejales,65.27,3,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.2,25.73,8.42,11.28,3.67,8.66,0,0,0,0,2.18,5.14,10.28,13.78,7.41,9.93,7.39,9.9,0,0,3,8.25,3.72,10.23,0,0
Sevilla,Cisneo Alto,84.49,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.75,33.17,8.14,10.91,6.33,14.94,0,0,0,0,0,0,12.87,17.25,11.23,15.05,10.78,14.45,0,0,3.36,9.24,4.31,11.85,2.72,6.42
Sevilla,SUNP-AE-1,69.11,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.53,26.17,7.48,10.02,3.57,8.43,2.38,5.62,0,0,0,0,12.4,16.62,8.21,11,8.17,10.95,0,0,1.26,3.47,6.11,16.8,0,0
Sevilla,M10 Bermejales,66.55,3,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.81,25.21,10.02,13.43,3.6,8.5,0,0,0,0,2.18,5.14,10.11,13.55,7.38,9.89,7.34,9.84,0,0,3.42,9.41,3.69,10.15,0,0
Sevilla,Cisneo Alto,74.28,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.48,24.76,7.82,10.48,4.3,10.15,0,0,0,0,0,0,15.73,21.08,9.51,12.74,8.02,10.75,0,0,2.72,7.48,5.16,14.19,2.54,5.99
Sevilla,SUNP-AE-1,67.95,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.14,24.31,7.57,10.14,3.57,8.43,2.52,5.95,0,0,0,0,12.44,16.67,8.26,11.07,8.12,10.88,0,0,1.27,3.49,6.06,16.67,0,0
Sevilla,SUNP-AE-1,66.75,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.15,24.32,7.26,9.73,3.36,7.93,2.37,5.59,0,0,0,0,12.12,16.24,8.09,10.84,8,10.72,0,0,1.15,3.16,6.25,17.19,0,0
Sevilla,Macarena 40 / Aniceto,78.48,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.51,26.14,8.25,11.06,5.19,12.25,0,0,0,0,0,0,14.45,19.36,13,17.42,8.22,11.01,0,0,4.91,13.5,4.95,13.61,0,0
Sevilla,SUNP-AE-1,69.99,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.96,26.75,7.09,9.5,3.92,9.25,2.88,6.8,0,0,0,0,12,16.08,8.41,11.27,8.38,11.23,0,0,1.17,3.22,6.18,17,0,0
Sevilla,Pino Montano Emvisesa,69.75,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18,24.12,7.1,9.51,4.15,9.79,2.25,5.31,0,0,0,0,11.75,15.75,9.75,13.07,9.15,12.26,0,0,2.75,7.56,4.85,13.34,0,0
Sevilla,Cisneo Alto,72.15,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.2,25.73,7.87,10.55,4.79,11.3,0,0,0,0,0,0,12.7,17.02,9.46,12.68,8.92,11.95,0,0,3.69,10.15,5.52,15.18,0,0
Sevilla,Pino Montano ,70,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.3,24.52,7.6,10.18,3.75,8.85,2.6,6.14,0,0,0,0,10.9,14.61,10.45,14,8.65,11.59,0,0,2.75,7.56,5,13.75,0,0
Sevilla,SUNP-AE-1,68.54,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.49,24.78,7.59,10.17,3.78,8.92,3.14,7.41,0,0,0,0,12.03,16.12,8.25,11.06,8.1,10.85,0,0,1.24,3.41,5.92,16.28,0,0
Sevilla,San Jeronimo,67.84,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.39,24.64,7.96,10.67,3.52,8.31,3.1,7.32,0,0,0,0,11.76,15.76,8.64,11.58,7.2,9.65,0,0,3.22,8.86,4.05,11.14,0,0
Sevilla,San Jeronimo,68.77,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.12,24.28,8.52,11.42,3.52,8.31,3.18,7.5,0,0,0,0,11.93,15.99,8.89,11.91,7.2,9.65,0,0,3.38,9.3,4.03,11.08,0,0
Sevilla,Pol. Aerpuerto,76.38,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.11,26.95,8.17,10.95,4.48,10.57,4.3,10.15,0,0,0,0,13.8,18.49,9.48,12.7,8.76,11.74,0,0,4.2,11.55,3.08,8.47,0,0
Sevilla,Pino Montano Emvisesa,69.95,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18,24.12,7.05,9.45,3.95,9.32,2.3,5.43,0,0,0,0,11.8,15.81,9.75,13.07,9.1,12.19,0,0,2.4,6.6,5.6,15.4,0,0
Sevilla,SUNP-AE-1,68.35,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.19,24.37,7.26,9.73,3.38,7.98,3.36,7.93,0,0,0,0,12.6,16.88,8.13,10.89,8.01,10.73,0,0,1.15,3.16,6.27,17.24,0,0
Sevilla,Pol. Aerpuerto,78.51,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.22,24.41,7.91,10.6,6.19,14.61,3.89,9.18,0,0,0,0,16.37,21.94,10.51,14.08,8.53,11.43,0,0,2.97,8.17,3.92,10.78,0,0
Sevilla,Pino Montano Emvisesa,70,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.1,24.25,7,9.38,3.95,9.32,2.35,5.55,0,0,0,0,11.7,15.68,9.65,12.93,9.1,12.19,0,0,2.5,6.88,5.65,15.54,0,0
Sevilla,Pino Montano ,70,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18,24.12,7.2,9.65,3.8,8.97,2.3,5.43,0,0,0,0,11.35,15.21,10,13.4,8.9,11.93,0,0,8.45,23.24,0,0,0,0
Sevilla,Cisneo Alto,77.78,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.03,25.5,8.28,11.1,5.38,12.7,0,0,0,0,0,0,14.83,19.87,9.69,12.98,9.17,12.29,0,0,3.4,9.35,4.45,12.24,3.55,8.38
Sevilla,Pino Montano Emvisesa,69.85,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.2,24.39,7,9.38,3.85,9.09,3.6,8.5,0,0,0,0,10.8,14.47,9.45,12.66,9.4,12.6,0,0,2.2,6.05,5.35,14.71,0,0
Sevilla,Pino Montano Emvisesa,69.3,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.2,24.39,7,9.38,4.15,9.79,2.4,5.66,0,0,0,0,11,14.74,9.6,12.86,8.8,11.79,0,0,2.5,6.88,5.65,15.54,0,0
Sevilla,Torreblanca / Alberchigo,69.94,3,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.09,24.24,7.73,10.36,5.1,12.04,0,0,0,0,2.92,6.89,12.05,16.15,8.37,11.22,8.37,11.22,0,0,7.31,20.1,0,0,0,0
Sevilla,Cisneo Alto,75.9,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,21.06,28.22,8.65,11.59,6.35,14.99,0,0,0,0,0,0,12.55,16.82,8.75,11.73,8.69,11.64,0,0,3.56,9.79,6.29,17.3,0,0
Sevilla,SUNP-AE-1,69.05,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.04,24.17,7.02,9.41,3.92,9.25,2.94,6.94,0,0,0,0,12.01,16.09,8.38,11.23,8.38,11.23,0,0,1.18,3.25,7.18,19.75,0,0
Sevilla,SUNP-AE-1,68.87,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.03,24.16,7.33,9.82,4.69,11.07,2.04,4.81,0,0,0,0,12.36,16.56,8,10.72,8,10.72,0,0,1.24,3.41,7.18,19.75,0,0
Sevilla,Pino Montano Emvisesa,68.65,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.5,24.79,7.15,9.58,3.95,9.32,2.9,6.84,0,0,0,0,12.45,16.68,8.05,10.79,7.3,9.78,0,0,4.55,12.51,3.8,10.45,0,0
Sevilla,SUNP-AE-1,70,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.23,24.43,7.07,9.47,3.92,9.25,3.81,8.99,0,0,0,0,12.13,16.25,8.5,11.39,8.14,10.91,0,0,1.15,3.16,7.05,19.39,0,0
Sevilla,Coca Cola,75.95,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,21,28.14,10.35,13.87,4.9,11.56,4.65,10.97,0,0,0,0,12.55,16.82,8,10.72,6.4,8.58,0,0,4.55,12.51,3.55,9.76,0,0
Sevilla,Pino Montano Emvisesa,69.4,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.45,24.72,7,9.38,3.9,9.2,3.35,7.91,0,0,0,0,11.45,15.34,9.15,12.26,7.4,9.92,0,0,2.35,6.46,6.35,17.46,0,0
Sevilla,Pino Montano Emvisesa,67.2,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.55,24.86,7.05,9.45,3.8,8.97,3.15,7.43,0,0,0,0,10.65,14.27,7.7,10.32,7.7,10.32,0,0,4.35,11.96,4.25,11.69,0,0
Sevilla,San Jeronimo,67.5,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.32,24.55,7.96,10.67,3.52,8.31,3.89,9.18,0,0,0,0,11.24,15.06,7.28,9.76,6.96,9.33,0,0,3.19,8.77,5.14,14.14,0,0
Sevilla,Torremagna,85.7,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.4,30.02,9.5,12.73,4.3,10.15,0,0,0,0,0,0,15.6,20.9,10.3,13.8,9,12.06,0,0,6.3,17.33,8.3,22.83,0,0
Sevilla,Macarena 40 / Aniceto,74.66,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.23,24.43,8.3,11.12,5.07,11.97,0,0,0,0,0,0,13.63,18.26,8.83,11.83,8.6,11.52,0,0,4.25,11.69,7.75,21.31,0,0
Sevilla,SUNP-AE-1,69.99,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.06,24.2,7.15,9.58,3.92,9.25,2.94,6.94,0,0,0,0,12.07,16.17,8.08,10.83,8.01,10.73,0,0,1.22,3.36,8.54,23.49,0,0
Sevilla,Macarena 40 / Aniceto,81.05,3,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.04,26.85,12.37,16.58,3.44,8.12,0,0,0,0,0,0,12.3,16.48,10.19,13.65,8.01,10.73,0,0,8.06,22.17,6.64,18.26,0,0
Sevilla,Pol. Aerpuerto,78.11,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,18.24,24.44,7.97,10.68,4.94,11.66,4.59,10.83,0,0,0,0,12.65,16.95,10.62,14.23,8.51,11.4,0,0,6.39,17.57,4.2,11.55,0,0
Sevilla,Palmas Altas Sur,85.9,4,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,23.85,31.96,9.3,12.46,3.85,9.09,0,0,0,0,0,0,13.3,17.82,8.95,11.99,8.95,11.99,8.75,11.73,0,0,6.15,16.91,2.8,6.61
Sevilla,San Jeronimo,78.97,4,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.46,27.42,9.44,12.65,3.76,8.87,0,0,0,0,0,0,10.53,14.11,9.75,13.07,8.03,10.76,7.9,10.59,3.89,10.7,5.21,14.33,0,0
Sevilla,Pino Montano Emvisesa,85.95,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.5,27.47,8,10.72,4.3,10.15,3.65,8.61,0,0,0,0,14.7,19.7,10.4,13.94,8.6,11.52,8.5,11.39,3.9,10.73,3.4,9.35,0,0
Sevilla,M10 Bermejales,80.68,4,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.77,27.83,11.05,14.81,4.16,9.82,0,0,0,0,0,0,12,16.08,8.6,11.52,7.44,9.97,7.36,9.86,2.73,7.51,6.57,18.07,0,0
Sevilla,Navalcerrada - Palmas Altas,100.2,4,3,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,25.9,34.71,11.1,14.87,4,9.44,3.7,8.73,2.4,5.66,0,0,13.3,17.82,13,17.42,9.4,12.6,9.4,12.6,5,13.75,3,8.25,0,0
Sevilla,M10 Bermejales,79.01,4,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.92,28.03,9.4,12.6,4.16,9.82,0,0,0,0,0,0,12,16.08,8.6,11.52,7.44,9.97,7.36,9.86,2.56,7.04,6.57,18.07,0,0
Sevilla,Cisneo Alto,91.46,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.32,32.59,8.63,11.56,5.35,12.63,4.66,11,0,0,0,0,14.65,19.63,8.94,11.98,8.56,11.47,8.51,11.4,0,0,4.7,12.93,3.14,7.41
Sevilla,M10 Bermejales,82.24,4,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,21.18,28.38,11.51,15.42,4.16,9.82,0,0,0,0,0,0,12,16.08,8.6,11.52,7.44,9.97,7.36,9.86,3.42,9.41,6.57,18.07,0,0
Sevilla,Pino Montano Emvisesa,83.6,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.15,27,7,9.38,3.5,8.26,3.1,7.32,0,0,0,0,13.2,17.69,10.95,14.67,8.95,11.99,8.15,10.92,2.5,6.88,6.1,16.78,0,0
Sevilla,San Jeronimo,82.34,4,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.51,27.48,10.36,13.88,3.79,8.94,0,0,0,0,0,0,10.55,14.14,10.53,14.11,8.03,10.76,7.9,10.59,5.46,15.02,5.21,14.33,0,0
Sevilla,SUNP-AE-1,79.26,4,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,19.82,26.56,7.04,9.43,4.57,10.79,0,0,0,0,0,0,13.93,18.67,8.05,10.79,8.02,10.75,8,10.72,1.12,3.08,8.71,23.95,0,0
Sevilla,Pino Montano Emvisesa,89.45,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.8,27.87,9.55,12.8,5.35,12.63,3.05,7.2,0,0,0,0,12.35,16.55,10.75,14.41,10.2,13.67,8.35,11.19,3.35,9.21,5.7,15.68,0,0
Sevilla,Pino Montano Emvisesa,82.55,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.15,27,8.7,11.66,3.55,8.38,3.1,7.32,0,0,0,0,12.8,17.15,8.65,11.59,7.75,10.39,7.75,10.39,4.05,11.14,6.05,16.64,0,0
Sevilla,Torremagna,95.4,4,2,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.8,33.23,9.1,12.19,3.6,8.5,3.4,8.02,0,0,1.8,4.25,14.2,19.03,10.1,13.53,8.7,11.66,8.7,11.66,0,0,11,30.25,0,0
Sevilla,Cisneo Alto,91.51,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.51,30.16,10.87,14.57,4.67,11.02,4.42,10.43,0,0,0,0,12.45,16.68,8.81,11.81,8.47,11.35,8.43,11.3,2.47,6.79,5.94,16.34,2.47,5.83
Sevilla,Pino Montano Emvisesa,90,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,21.15,28.34,8.5,11.39,4.15,9.79,3.8,8.97,0,0,0,0,13.2,17.69,10.7,14.34,9.4,12.6,7,9.38,5.9,16.23,6.2,17.05,0,0
Sevilla,Pol. Aerpuerto,89.32,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.47,30.11,7.76,10.4,3.95,9.32,3.61,8.52,0,0,0,0,12.06,16.16,9.18,12.3,9.16,12.27,8.86,11.87,5.76,15.84,6.51,17.9,0,0
Sevilla,Pino Montano ,90,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,21.6,28.94,7.2,9.65,4.4,10.38,4.2,9.91,0,0,0,0,13.15,17.62,11.6,15.54,8.2,10.99,7.25,9.72,12.4,34.1,0,0,0,0
Sevilla,Pino Montano Emvisesa,90.95,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.15,27,7,9.38,3.9,9.2,3.35,7.91,0,0,0,0,12.7,17.02,11.75,15.75,10.85,14.54,7.05,9.45,3.7,10.18,8.4,23.1,2.1,4.96
Sevilla,Torremagna,100.3,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.8,30.55,8.9,11.93,3.9,9.2,3.2,7.55,0,0,0,0,15.6,20.9,9.3,12.46,9.3,12.46,9,12.06,5.4,14.85,3.7,10.18,9.2,21.71
Sevilla,Altos del Aire - Insur,98,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22.44,30.07,9.22,12.35,3.84,9.06,3.36,7.93,0,0,0,0,13.05,17.49,10.12,13.56,10.03,13.44,9.67,12.96,9.5,26.13,3.23,8.88,3.54,8.35
Sevilla,Torremagna,94.8,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22,29.48,8.6,11.52,5.5,12.98,4.4,10.38,0,0,0,0,15.4,20.64,8.9,11.93,8.8,11.79,8,10.72,0,0,13.2,36.3,0,0
Sevilla,Pino Montano Emvisesa,89.85,4,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,20.55,27.54,7.55,10.12,4.2,9.91,4.15,9.79,0,0,0,0,11.85,15.88,9.4,12.6,9.15,12.26,8.4,11.26,3.7,10.18,8.4,23.1,2.5,5.9
Teruel,Las Dalias,76.95,2,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,22,29.48,11.65,15.61,4.25,10.03,3.85,9.09,0,0,0,0,12.95,17.35,11.5,15.41,0,0,0,0,5.25,14.44,5.5,15.13,0,0
Teruel,Las Dalias,90.1,3,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,24.1,32.29,12.6,16.88,4.3,10.15,4.1,9.68,0,0,0,0,15.75,21.11,10.35,13.87,10,13.4,0,0,7.55,20.76,1.35,3.71,0,0
